Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,358.0,358.1300048828125,347.3599853515625,351.489990234375,349.31585693359375,4638400
2021-01-05,348.79998779296875,353.0,345.44000244140625,347.4200134277344,345.27105712890625,2990700
2021-01-06,350.4200134277344,354.0299987792969,344.55999755859375,347.54998779296875,345.4002380371094,3966800
2021-01-07,348.95001220703125,352.3699951171875,348.3800048828125,349.8599853515625,348.13665771484375,3100200
2021-01-08,351.3599853515625,354.9800109863281,349.489990234375,353.8500061035156,352.1070251464844,3371500
2021-01-11,352.1099853515625,353.4200134277344,347.7900085449219,348.20001220703125,346.48486328125,2403000
2021-01-12,347.0799865722656,348.0,336.0299987792969,342.9200134277344,341.2308654785156,4858100
2021-01-13,349.6099853515625,349.760009765625,344.2300109863281,346.3299865722656,344.6240539550781,4125700
2021-01-14,348.69000244140625,349.5799865722656,326.69000244140625,326.92999267578125,325.31964111328125,8712200
2021-01-15,327.5400085449219,329.69000244140625,321.8800048828125,323.260009765625,321.6676940917969,7911500
2021-01-19,326.989990234375,329.1300048828125,324.6600036621094,325.94000244140625,324.33453369140625,4625200
2021-01-20,329.989990234375,337.92999267578125,329.1300048828125,334.9100036621094,333.2603454589844,5081000
2021-01-21,334.4100036621094,336.8599853515625,331.75,334.44000244140625,332.7926330566406,3484900
2021-01-22,330.3900146484375,335.1499938964844,328.9100036621094,328.989990234375,327.3694763183594,3846600
2021-01-25,327.510009765625,329.95001220703125,317.2300109863281,329.19000244140625,327.5685119628906,6257700
2021-01-26,330.0,330.5400085449219,325.82000732421875,327.70001220703125,326.0858459472656,3503100
2021-01-27,320.3599853515625,323.0,313.1199951171875,315.489990234375,313.9360046386719,7449400
2021-01-28,327.0899963378906,329.0,321.9800109863281,324.2799987792969,322.68267822265625,6906400
2021-01-29,323.79998779296875,325.67999267578125,312.3800048828125,316.2900085449219,314.7320861816406,7627200
2021-02-01,320.9100036621094,323.5199890136719,317.5799865722656,321.55999755859375,319.97607421875,4930700
2021-02-02,323.45001220703125,336.1600036621094,323.45001220703125,334.3699951171875,332.7229919433594,5686000
2021-02-03,333.8399963378906,336.0,331.07000732421875,332.82000732421875,331.18060302734375,4036800
2021-02-04,335.3699951171875,343.25,335.05999755859375,340.8299865722656,339.1511535644531,4537500
2021-02-05,342.5199890136719,344.3299865722656,337.3900146484375,338.75,337.0814208984375,2964800
2021-02-08,340.0,341.489990234375,335.5299987792969,337.0299987792969,335.369873046875,2652800
2021-02-09,335.95001220703125,336.2200012207031,330.0,333.44000244140625,331.79754638671875,2993300
2021-02-10,335.0,335.4700012207031,332.25,334.2099914550781,332.56378173828125,4246300
2021-02-11,345.5,349.5899963378906,340.25,342.8699951171875,341.18109130859375,5110800
2021-02-12,341.3299865722656,343.1199951171875,336.70001220703125,341.0,339.3203430175781,3025100
2021-02-16,343.20001220703125,344.0,338.07000732421875,341.2099914550781,339.529296875,2916900
2021-02-17,339.0400085449219,340.3800048828125,335.8399963378906,337.3299865722656,335.66839599609375,2267000
2021-02-18,334.489990234375,339.95001220703125,332.8399963378906,338.4599914550781,336.7928161621094,2393700
2021-02-19,338.44000244140625,339.0,331.0,333.1700134277344,331.5289306640625,4095800
2021-02-22,330.0,344.1199951171875,328.7699890136719,340.6600036621094,338.9820251464844,4940300
2021-02-23,340.6499938964844,354.2799987792969,338.4100036621094,350.4200134277344,348.69390869140625,6326600
2021-02-24,352.8699951171875,368.7900085449219,350.57000732421875,367.32000732421875,365.5106506347656,7467400
2021-02-25,364.55999755859375,367.32000732421875,352.2099914550781,354.57000732421875,352.8235168457031,5207500
2021-02-26,357.0799865722656,359.3900146484375,347.1199951171875,353.8500061035156,352.1070251464844,4868500
2021-03-01,360.67999267578125,366.45001220703125,359.17999267578125,362.8999938964844,361.1124267578125,4382900
2021-03-02,362.0,366.6099853515625,359.3399963378906,362.82000732421875,361.0328674316406,3559200
2021-03-03,360.0,365.42999267578125,355.45001220703125,360.25,358.47552490234375,3692300
2021-03-04,360.1000061035156,361.6300048828125,344.67999267578125,349.5,347.7784729003906,4572000
2021-03-05,354.9200134277344,361.7900085449219,346.4200134277344,360.8800048828125,359.1024169921875,4643200
2021-03-08,362.3999938964844,382.4599914550781,361.7900085449219,371.3299865722656,369.5009460449219,7213300
2021-03-09,375.0,387.32000732421875,372.7200012207031,376.5199890136719,374.6653137207031,5832800
2021-03-10,376.6000061035156,384.0,373.0,381.70001220703125,379.8198547363281,4509500
2021-03-11,385.5,389.5,382.6000061035156,384.3800048828125,382.48663330078125,3729700
2021-03-12,381.1400146484375,383.92999267578125,379.239990234375,382.7099914550781,380.8248596191406,2467500
2021-03-15,383.30999755859375,387.8599853515625,378.6400146484375,381.760009765625,379.8795471191406,4216200
2021-03-16,382.70001220703125,385.2799987792969,378.69000244140625,382.3800048828125,380.49652099609375,3445100
2021-03-17,381.8500061035156,385.1000061035156,375.8699951171875,378.67999267578125,376.8147277832031,3240900
2021-03-18,375.0299987792969,375.4800109863281,365.0400085449219,367.0,365.1922912597656,7205200
2021-03-19,364.79998779296875,366.2799987792969,350.1400146484375,356.510009765625,354.7539367675781,12224300
2021-03-22,355.94000244140625,361.6499938964844,354.0,358.3999938964844,356.63458251953125,4140400
2021-03-23,359.29998779296875,359.29998779296875,353.510009765625,355.2699890136719,353.5200500488281,3756300
2021-03-24,357.0799865722656,364.989990234375,356.0,359.6499938964844,357.8784484863281,3550000
2021-03-25,358.010009765625,359.4700012207031,354.1499938964844,358.3599853515625,356.5948181152344,2961800
2021-03-26,359.92999267578125,366.6099853515625,357.260009765625,366.1400146484375,364.3365173339844,2741200
2021-03-29,364.239990234375,365.3500061035156,358.6099853515625,362.9100036621094,361.1224060058594,4054900
2021-03-30,360.7799987792969,364.57000732421875,357.1000061035156,358.20001220703125,356.43560791015625,2885800
2021-03-31,359.5899963378906,361.5,355.7799987792969,356.04998779296875,354.2961730957031,4372600
2021-04-01,357.0400085449219,363.3999938964844,355.239990234375,363.29998779296875,361.5104675292969,3701800
2021-04-05,366.79998779296875,370.5199890136719,364.3399963378906,368.32000732421875,366.5057678222656,2180300
