Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,118.94000244140625,120.08999633789062,117.11000061035156,118.63999938964844,118.00170135498047,2030700
2021-01-05,118.4800033569336,120.31999969482422,118.06999969482422,119.61000061035156,118.96647644042969,2344000
2021-01-06,118.69000244140625,123.87999725341797,118.20999908447266,122.88999938964844,122.22883605957031,2428500
2021-01-07,124.33000183105469,127.4800033569336,124.11000061035156,126.16000366210938,125.48123931884766,1775900
2021-01-08,126.48999786376953,127.63999938964844,125.8499984741211,127.05999755859375,126.37639617919922,1577200
2021-01-11,126.44999694824219,129.33999633789062,126.2300033569336,128.14999389648438,127.46052551269531,1746800
2021-01-12,128.3300018310547,128.38999938964844,126.19999694824219,126.97000122070312,126.28689575195312,1826400
2021-01-13,127.45999908447266,128.0500030517578,126.73999786376953,126.9800033569336,126.29683685302734,1530400
2021-01-14,127.2699966430664,128.19000244140625,125.81999969482422,126.02999877929688,125.35193634033203,924900
2021-01-15,125.94000244140625,127.12000274658203,124.73999786376953,126.20999908447266,125.53097534179688,2115400
2021-01-19,127.37999725341797,127.80000305175781,126.29000091552734,127.3499984741211,126.66484069824219,1677200
2021-01-20,127.70999908447266,128.9199981689453,127.36000061035156,128.11000061035156,127.4207534790039,1843000
2021-01-21,127.7699966430664,128.77999877929688,126.41999816894531,127.0,126.31672668457031,1612100
2021-01-22,127.08000183105469,127.80000305175781,126.30000305175781,126.33000183105469,125.65033721923828,1438700
2021-01-25,126.69000244140625,127.4800033569336,124.43000030517578,125.4800033569336,124.80489349365234,1365400
2021-01-26,125.5,125.94999694824219,123.87000274658203,123.91999816894531,123.25328826904297,1476600
2021-01-27,122.08000183105469,123.0,118.11000061035156,118.80000305175781,118.16084289550781,1923500
2021-01-28,119.0,122.66999816894531,118.77999877929688,121.55999755859375,120.90599060058594,1677900
2021-01-29,121.20999908447266,121.69000244140625,119.27999877929688,120.16999816894531,119.5234603881836,1822000
2021-02-01,120.69000244140625,122.08999633789062,120.18000030517578,120.83000183105469,120.17991638183594,1292700
2021-02-02,122.5,125.8499984741211,122.41999816894531,123.19000244140625,122.52721405029297,1489200
2021-02-03,123.5,124.5999984741211,121.9000015258789,122.1500015258789,121.4928207397461,1448400
2021-02-04,122.51000213623047,124.33999633789062,121.5999984741211,124.06999969482422,123.4024887084961,1251200
2021-02-05,124.51000213623047,125.95999908447266,123.11000061035156,123.18000030517578,122.51727294921875,1919700
2021-02-08,123.91999816894531,125.73999786376953,122.56999969482422,123.41000366210938,122.74604797363281,2065300
2021-02-09,123.41000366210938,123.48999786376953,122.36000061035156,123.23999786376953,122.57695007324219,1988300
2021-02-10,124.58999633789062,125.73999786376953,123.87999725341797,125.08000183105469,124.40705108642578,1112600
2021-02-11,125.69999694824219,127.26000213623047,125.11000061035156,126.95999908447266,126.27693939208984,1122200
