Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,229.16000366210938,230.9499969482422,222.50999450683594,224.55999755859375,224.55999755859375,686500
2021-01-05,223.1699981689453,228.52999877929688,223.0,227.97999572753906,227.97999572753906,485300
2021-01-06,230.77000427246094,249.0,228.6199951171875,246.2899932861328,246.2899932861328,1185600
2021-01-07,250.19000244140625,256.29998779296875,247.88999938964844,254.5,254.5,893700
2021-01-08,257.5,260.0,249.67999267578125,252.5,252.5,726000
2021-01-11,248.77000427246094,262.489990234375,245.24000549316406,260.79998779296875,260.79998779296875,750600
2021-01-12,261.1600036621094,263.6400146484375,256.25,259.04998779296875,259.04998779296875,1070200
2021-01-13,257.0400085449219,259.4599914550781,252.4600067138672,252.6300048828125,252.6300048828125,666600
2021-01-14,253.14999389648438,255.0,250.22999572753906,253.05999755859375,253.05999755859375,366200
2021-01-15,252.64999389648438,255.3000030517578,247.58999633789062,252.80999755859375,252.80999755859375,582900
2021-01-19,257.0,269.5899963378906,255.94000244140625,267.4599914550781,267.4599914550781,756800
2021-01-20,269.5799865722656,269.9800109863281,261.0400085449219,268.7900085449219,268.7900085449219,686000
2021-01-21,270.260009765625,273.82000732421875,265.45001220703125,272.3299865722656,272.3299865722656,665800
2021-01-22,270.4700012207031,278.6400146484375,269.54998779296875,277.6099853515625,277.6099853515625,500500
2021-01-25,279.0899963378906,287.54998779296875,265.7099914550781,269.0199890136719,269.0199890136719,829800
2021-01-26,269.0400085449219,269.5400085449219,264.25,264.80999755859375,264.80999755859375,486100
2021-01-27,257.8599853515625,258.1300048828125,243.2100067138672,248.80999755859375,248.80999755859375,938800
2021-01-28,254.99000549316406,256.6000061035156,248.05999755859375,252.92999267578125,252.92999267578125,574700
2021-01-29,251.5,254.30999755859375,244.63999938964844,246.4199981689453,246.4199981689453,424200
2021-02-01,250.2100067138672,259.8599853515625,248.07000732421875,258.7300109863281,258.7300109863281,624400
2021-02-02,263.0199890136719,268.1300048828125,261.75,266.989990234375,266.989990234375,513500
2021-02-03,268.0899963378906,269.0,261.5,264.29998779296875,264.29998779296875,293200
2021-02-04,266.67999267578125,269.5799865722656,261.6099853515625,262.239990234375,262.239990234375,563500
2021-02-05,263.9599914550781,272.0400085449219,263.5,270.5799865722656,270.5799865722656,396400
